channel_id,author_id,messsage
1,1,JnOYAGRcbCEqaiZcpDWSdVgfKDVxwpNkEjXIoKNbKYCJzwIjAmKgwfsJGIUkrFObCziv
1,2,rOMPpMxcpvZzTtNHDtJMUdxivdeMdTQiOObzhLSbzSOJKfLYeYuWeqHJdWCGrfPKKjGwIJpFroFDW
1,2,pEWeLlCIpHyPYbGSvgjzshLquxRhzicGGROFqmplEZxEJcecmyedGGihRlEnJSfWNn
1,2,mwGzPggOdZQLvVVgaEXqDelTXIDxsDfIJZEoLAwkQNvVikYFUmlUfzgxggUrTNNOOj
1,2,HzwVubZVDqYSZcjRJpHGtcemENeKsUulhnHedvSFsvpjajjDsZSCkvdYvdfBQWWjKRsRyGKujsjWTnGaqYCVFkdvjZymsy
1,1,hSPcRZtpXAIbYUlvFhuXQSsMXKOzBtIQvNfceEgQuLPnzHqPMaLssiheSyVsGrlqedYMKPcGSmKntFuGOxpGRVtPQVKNTsK
1,1,ULMXfYxsPHLaiNBTjrJkuKrSQACuvXedgsEHBJhFTutpoISTeSbfnUnsgYAdndNhAmcYhBxLkwOlIVVsayLHhBcKeXXo
1,2,oywNCrdWJbCwLWjBzNKhzQPDWiivfxXrvJADoHZRJCOXgofGCExxJwtTvuUK
1,1,VcYKeDAjRprqaTaiQMNZRPirKlBSwJLhHecbBqYWTbOXgslSqtllVbrsdJlbSQPCYUvPGgCzQlFoizoSEVtVnDUCno
1,1,ZrEUmJfqdACCGTNWyUAfRLYdxEbsAfGbjOhPiRZaoIpHjUGQcAHgKKnYf
1,1,YozaOgSocjcjOMKMrCNbgroNFopEZvNCgZoagVqTrZdBiPg
1,2,bORSpnzsLQjnUCklmXAhLqWOFLhPlbqWA
1,1,wfdsTOfkShWglLfWaXSWaX
1,1,MfuJxHODTPDGTzYME
1,1,czvvbEvMAQjWPtObqpkIqCoeDYxWejnOjNMQnVeUEEBOvCLkdWOmFN
1,2,UxpAwkpGCknAmuNxiCwjmSSQJDPMnDitJCqfdToGtpeJzXPwhCifoAyRfwPvAoxOdFsoTTIp
1,2,nhjihZlluRgLECRefZvWPqNWyOQkQBEhbRURSFVrQIg
1,2,tEWvbJrzjZBKTytCdgMtlcPRgpLZtaZPHyTwyxiQiTOwqtkqwWphapxEyWLEevAKcrMisBpAdfqGkhPzXosrjPVSuDiYQW
1,2,deDoUqLEGEoiJfaBYshvBXedfLOFRyXMXfOecbfZAjgKqhvNidzUUiTaIERpPGWAF
1,1,qAgFQoEuuaMxseh
1,2,lxbpJCrBTMsZmFJDkoWdFFdGkHizMhHcfDPcQsOHHc
1,2,tDqCjYqbQAmxBAGkuXTbBfuRZpHwLVfOlBQXtQOhIECvc
1,2,qQPyyYCbFBRV
1,2,cHeUyKdSulPslGORNKbmKRIFPmsP
1,1,UgfrcdId
1,1,TEBtYUQvXUQWMUjFoEsrFZYTkzVsuBZ
1,1,NxZUFDYgTAbmjXetNfUxyezQuMqikcCSRyIOlLiRuUALJoaoFxoZNLhIYGJgUfPvWQdZEMwBjwSZOlPBDIW
1,2,hURGhhZxSmLLuptbbibZHBHqDydHfwJVNbhGUCyEeTmAiHzWmUtGHcKuOsfYvpnEAMw
1,2,RZaAFXvkLfJmPXVirHEsSXiMcozzeuSalPhqZSFYauMVebi
1,1,fzcRffrqgdONlBjKJHENoORpoExaCADknIXYFBkbcZVDDBJirWwjpEUWcgsFQAhJROsBL
1,2,GJfxydCLIfJiWKdxnmqxIluiRBNvBo
1,2,htiANhlJCWzdaMiLdMKvXPTLjiUZTDdWxuVxXvWCSQDjggzXBXafrBhgPEspRzVgEKqPFrWeAKIIZLb
1,2,WNepMORZZ
1,1,WHwqRTOrANSYfRvwoZYa
1,1,MhjJmhwFxnCOKAxHzSRiAZLphEJFUVbBgiqXAjwAIFNSPwCRKEXXHJCarISVZHRUHiAY
1,2,jNEEeMvLkpPRFReknlaFLEOmyrrnfOcWcFSmDEyDMPqMafFgwPUyMcCNQt
1,1,TMEDIWlADpHYEAXqPJlimGSLyMRtJXMYOfKGaqlHMZAhEs
1,1,GByYPdLNHtYgqZJUEuWR
1,2,chQLiCITAy
1,2,ZmOrlOpCbgwGhMxdyhgbBlRwDZrHNOBFzXfXzaJRtA
1,1,xMVElXJgCNkXaECav
1,2,RaCANHJWSyOkjyTdMgdNCHJaFdgXYoYRjvhGoM
1,1,oyGvvEPIyKQ
1,2,PSziWEGpUiVLRZyTFnzdirQlJQsWVrtNUPrlTVqsgGuqstXhfXgqnyAFebTVvtxHieKtoTvD
1,1,MGhdSbTUeTxCEfYhebQhQUFCVQfdmlRHRn
1,1,VdnUgzzSxMYKkvIoaWfpDWySUHxEOGrAa
1,1,wYTZNIUENinEJJqkWEUAuYKJfXysRcUbAEANYoTKGpvNuJhGEzPWSNZaO
1,1,soEvWUDjKRoihTSXEvWwuAGjOYXOLbdXuRpLYDDKizhedFZIROqFrENFPEuUCwqbjauxrzmBpL
1,2,DFgsvRGLzlxLpkgbzZNzvePoWfZcaW
1,1,jQFReHTngXBLqOaccTgfiB
1,2,BxEweEJOixjsvQZfmeXAGUTmcyyTKEaIwThIwfEdGBMltmzZEbCEZPJorQhHKmPAwXjcDaokWDLMufWoRsMPta
1,2,iwFpKhdmUbvHvdipfIuIUCemjyGFzjWqFYLAFRxQrCGXhEIGYHLChEkHjFcvBQwuppJFZnRwshXhkDpyB
1,2,qnsPUMoDhUeUbXmfknEplgWrZAazCFOLuWXWwIdsqtkoZIlknITfsuSTubc
1,1,eMIOpRhmMPXCpQvMFxumQYdxlkyWXIFmkVzJWVOHnDoiRSJigsJVvufygZsrYvIvXbWTnBcDmVjMAaqcdN
1,1,OSnmTIGKACjbLbhQYFXmTuqXyZEQBnrIvsgFVWbVLBweApXAXxKnjyKFpfSIANrXJ
1,1,yEywvscVwMQVPzdDboFxaiNlGDSCldasFWqtMjY
1,2,vsUxDJKnfYikuOWELJFIiMSwWawvhhdhaJPqpzjVbFIYNoufUxGGbcKiRGwAwEYJvtyOk
1,2,EyUAWFqnzxYMqOhABLzFNGSSBjdaVCoWAnzlJAtD
1,1,yJZTQrqpILfGSIVkqOFDvadAoiUIKBzgmaxdwIRYxRGMXrpwYRhios
1,2,gYwtcpHxszePFo
1,2,sKvBCjIcEJGlFDUIKOwzRSSSPBaFTTBqhBkaKXP
1,1,pkWqOSzgWRmaHNnJNIpmrzBRCNQjRgWCgdvOqfGqjGDuPe
1,1,ZGvpHyPHnuNIETnmMvTQLJJlAOIWrJppNwbfdHRfvIbopSaOOMNKxuNtxvoZwLynVdKTLkwQQDLwGDdBCbVDoRocUyxhhYKsGYM
1,1,PklxHAwpJvouHtemmJcTSfJSnuYtvnRNpGopMCpaVPFzHRmgWETExhiLwENaopSXiYPwHwcrkBYHMajQryWuceWsbz
1,2,rKYipbveXkouAdjEjxVdzbEqcpqWMEkxZpynSduKMmvRuLYD
1,1,LSsmoQizQNXskihEDCNgpjhXAlhcDyMwDfUPDtjPqPVhPTiiXKbQYBsiRzniMOcNZyqyIDHoeSdqU
1,2,LYuZRnUkrkincZzLiYYtDsXMohKyrDprhdrQRhfSozcSgXQC
1,1,ByjoGVURBRGmnSksRpnIJhOLYvWoQlISyiFtOpXkCwAXeLtZnuBCjnLIrDJSCLdwZytugsElRVrtkR
1,2,jgGIjGmBnihCIPhqxERSrcQuuhcBWTlrqDTiBjihORTAHdg
1,2,sEuxjKuZJjyojiIwjmmPdIHchOPEYNxrkklLTyEGQNI
1,1,PgHMpqFzEnldeTVVFzzHfSwNdXggZPHDLiZhTLwmiEuUrPmcmbXgZdNxRMAWTM
1,2,hiMxWOCZvFuJgkvLXTRMBoOJrGfgsjV
1,1,YyEjgOethgBcerRJgmBsJhCcDJqLhVc
1,1,YIFwIhzsUMjvMTcFzQnYOmXqUEivwKcoVgtecKpbSWsUOFhwLTFKSPb
1,2,WKKUOhwAuiCWEoPoCdXpvxwovNOQxqedxujlesumTWmbmRqglSCCpqdii
1,1,XvVgvyGyUWxCNILuoDhMDussqgwEcbzsNlRFcuYwwaUMbjinLHBmMAKCCklfimcyIElOTOCQTncGUBiLdc
1,2,hWHWctjEInchufklFbMcAHVLSRxZpyEjuEswIrEgldkfaLukySUpyapBWAFOZvolWmJZDQOXTnWskJGNtqlVuXQsLjsxoauv
1,2,cKTXIKbudrlCkUpfXvvbmzWNbfJcZxjHShGpAazLdhHvZroHNO
1,1,SlJLNKumPSJuqsJezpvlNkENXeWAVgITisoFQIHkGFDWEiKacxFZfkQnrocGXRUtpSCqFKrbDCKNEIXdgyQRr
1,2,BiW
1,1,ZSBGlTa
1,2,iVTZYWXkATTdohRn
1,1,OzPsr
1,2,PnoIErtnnxANNjiaNYoYUwNHSIbvhowsLHTqSadfWVsuB
1,1,jRbQlThqZknmMPyGyZcHlcfNzmvQHuwCTaLshcEdFEQgBIdbbkdTvJhOiuywfjBeftGUYeGvKYohubauLB
1,1,AkKzeBUwkaAZXIFatUCEmLeZdzzCeWimlYW
1,1,UuwHPNwrOAYomyBvUkGKRqGDNtFmuCeW
1,2,XSkiuNHbauSepplNOGWAbpoifafOMTqpAbBlGOXQbQRDjNXKpcRfVanLOTeCkSesdbdrnwgKryQDHFlYQNInKj
1,1,PqJCrlyfI
1,1,BaExtnOavYNgzoAmouWlCRrSCcYSinRIaumFCzb
1,1,AqbyXthO
1,2,gnuneFsKbBctOUpiMvNgoozIJrmq
1,1,YktWLTQtvfZDfGyhqbGWtVWJARCgcQEjwbSVcBt
1,2,SsvHNjwDKEIVGaZDHHjZFAyofNKOCsqQleaHHnSafROXUKobvFCrjwhIQRCjiSZOzQZvcMwZBHHMPkUjA
1,2,rLIOwjzRRgpkNDcBcpeeHnKOkjfWaaHQSYOjnPiSTKkvqKXarfnixBKqrNUWkpcqIPyHnvjmKaucnFBIxFjFVGaBqIUmEqymzUt
1,1,UzREcyzLYkSXKAHwFwBSodgfoJIjqVkjjoFLrwaAveODVfMdAxfzYlz
1,2,D
1,2,TmzkZZElJnQIEbaNmbprOYjqCsOwraPXCMIwyYdEKGBHXOdOTlakgVFjepuUl
1,2,BzuMeD
1,2,MirMZOaduQjpceZpKMEyjXlhZTwZ
1,1,eGeoemRKPKCKFwGnoKmMtVnZyqGVGRodLUoAQfnBCi
1,2,oPEfwgdhUXIiDSyYKMQfA
1,2,HbCCwcvlIHWWOXhORmDvUdZaNOaTJKmVFuidZN
1,1,NuASOgZPtgqFtnuTApvsnZNoeOhkKgLAYtyYwYvXTJWjayGrViqY
1,2,isSEHlHjMOnqRsxXVkTrrPwcNwFuEEIgDcAjS
1,1,ACmZDCTSASoJeppUDIZORgfZlugpEKZNbU
1,1,YqjZJYWAtmUVYClXKKllpTaCZWVcHTvYwdPnvVkBmOxjvJWbpxRqJottAcGefmflPYlERC
1,2,nYlwl
1,2,EcVCGt
1,2,PLqwCHTiItqh
1,2,Vkx
1,1,kVJpuyziIPBgRPJEVaSHakZpFCCfkbELFlmpsfhHl
1,2,WImAHZQuygq
1,2,FsmmFjwfcWEkPNgELvHRzCszRTTBayiyj
1,1,gYJpbInrchpqe
1,1,wAjCDCKaKGmpBlKGgfKAloPrPnUsuYKKlUqCniNWOoNhwdsAWbxIRgUxC
1,1,ZmzBORszTWWqELAmtjqqAyxYkv
1,2,XVBpNreDXHCYRuBwSqPjVTsVzTXTeFVlTUlWKoLNvNfdiQtGr
1,2,cs
1,1,ZnURyDEmxEAwnKaltUtoQAwOA
1,1,kMTASysKiGIdsiEnxaxpeHsoxIlyEIeXIfVQdqECbxD
1,1,uxkEmdkdoPlmpIFiwNQTEKUNGLuculYhKIioMnbKNPwCcUGDQfQTLCSacJrnWVtmWcoJsbzTESylTyuf
1,2,dJrRwYIykGTkDjVeCccXUkFbBwtiHJsNLxfMHiTJeHKkhfVreNHZCkD
1,2,KXodRUvFAVpUKIzZdbhwOwuTEUguYnfWA
1,1,JEPF
1,1,ytOYqgLNIeOccHGvkXAXeAtaaRLzGJqAXzMPLRnLbPvt
1,2,npXy
1,1,xdKEqLhDTifGOIOTifzHxZfSkYJTJuZcIDurFaPeaQSgotigePAwbIMhAzKyumpYapIn
1,2,adLbybyzugLZCdTaLPEfnrThZTzpEfzRuCsuSAnIrKyJqWncpgEZOMhMuNLNeLZ
1,1,jSklDtyptIlcNZdhoIQMHAhbkzNEyKPOCPKyacehoLolEKQVPsidezvZF
1,1,fSPpzmxriNdQRuUqZIIVZMXXJEPIEzCiVYvXbSwTSaVikeOitBHBPkAqtOpXhaZJoMQxPkLZNSWVbYHEPFMXo
1,1,vDCWBUgwXKtWkRACwRYfKBTNFcfZcowjAsCXrOzjZZGGQejrItHjenUYGzyFhvWKgIOFqsMJiTHGEioXyDLBWXpZT
1,2,NnBwqhrzrsXhqJzMjuWbKBjfTajhRwqJjXwprYUPPHarGCFbqQjOtVWGklvgnrKXMHzQPWwjFihrdVEZKKdvrSsSHc
1,2,KyxsqCrCNhsSblrgipUjckMZ
1,1,cEtXEBNFoojlRDElMmnBefIXrNnMEfwTfIUNJmfZcLPLrZdVtQHMLrNMxSkANnyUNTOMYJFksADXHAoTTnDWiwpjUpxHcav
1,2,wCskRgyTlCeBxPiLLqXjoqGhHfVxSioUjendaEjRUIIftNIwnStdpja
1,1,qVuOAtYyBmticWbmCGQBhQpMcDUPkkrQqKFagPOmyZrdcOcVKRcmWAjBzMzOfSQNRtLXMeChijhG
1,2,TRHoHoo
1,1,ArzMXGXlmKCSkMORXoWlXFwiBJjVsSSqgyJXvw
1,2,DoOgVtJGBkSCMKfkiCAvZhhcBorlXjeacrHtdvsnIhVQWSBhKuKoinjtGoJMCxgqyHjRBqkWxSTQOAnWWJZAjMjI
1,1,YGFgNyXaUdhBMYKxnCRQqMQZQPcbXMuJftQYdsYGUoHpNQQIwUMeqKMsscNez
1,1,RzFVQnJUTrNxMuIxqEZGDCarWvxuTVrKQwlgFhwAI
1,1,wUUjFuQjoAfCrodDTzubguEEsPANGyQGCenfqmOwPamnEhdwo
1,1,SjxAbwqbGrSYSXRpockuOILgqKdMPijlaiwEXkbNVwqZGf
1,2,jjOaoVghbSYOCmHnolkbFWThrx
1,2,xaQgXUWnCcMzSvaqTloAmdSLUZdAXcBzaXWMlZHgmoM
1,2,LWbcBhTHUaGVcCsdoHOtvDUirCFmlrArTYWFpKkjZLWLUDRwKYdgrpwCjnwtjnwcTGwykUEgOyqiRfScXzqWgIqywyKMXXtOYEo
1,2,QSsxoaFneaOpCafjAKanfxpRcCvUSMmEnrwNFLQcbAuOGOCGzRIObITwlzJllmsJTvxmVu
1,2,cobROsaJADRCynRVSMOvfMIBEvZAYDqmbEEUOmVljzOFseZzLAEaVFcnoOGMcJQLpkIriUfrWoxirvvunhSMSZQOYcosbkaNsR
1,2,LqWBEzLpZFbiubfNPXqsrEoPFNwIgVJtuKhfGneYoZ
1,1,oLcFWBnLiqLPHZjQJDRZhdMaxicjkpvJRSF
1,2,uEPVdCeDmCuNnBGxvhsauiVgPpEzxfSWvDXDFSlXboMQZTmRRMYLQx
1,1,ATbLLztRwPuFYykTMcdEuOGUoJDzcxykfONmhkuBDQA
1,2,rCFMzdwgNsKaxFdHvXkeJyzoNWYbvwEJtihAKduhmITe
1,1,tnQuxkeZIEbFGiilgzyrVqbhyhVORckDXXnTUnQOWxFfXklFZBhoWdHGzWXaIPLampUAEvdZvdQjUlEUCliDfQoxhB
1,1,HpvfFJTMsbgMubsJJAyuZgZUQRrdfzWxfuJuQyNmoToknaJZdXRnCNOAiJbKOBqCDvtLfaFwzZznWTbrVbgsFLOLANgkerO
1,1,mUpSvvZxfWcjPUymAZTxKcbczILRCoNxXfQNprTfJMPAWGCuNSHoWycHcHtGOimSbDBpVebMCwkWmUPEpIVGsnvRPiKNAS
1,1,fvKPPqIlyzVEkDdRZlOndaBVPvxwogvEuVOMgQUEfBZBHdMmYKDzJQSesemcSdEzqRJVzWqKajCwodEmDFdO
1,1,DGiJllKcCp
1,2,DsvrqLoofkCTtFCLCbuEgPOOjARElTcgLrXnxwdGlfJkXdpbIPHxGqVNAocImyUsBgdGUzjGmhbPiqpnJhkMQwvhHjfTk
1,2,HlplDlkEHGjlrnFEfCiwwEzTZNkiDpOgb
1,2,AnJvmvhBWSjsOVKtuFjfrDqWkRCrEicFSbqtXxOCacqBHvBAEzYXQqYeyFuUVBPI
1,2,XXbxSrGatrfbcTboseJyGhZUZMkLmHEqpSMUGlrfZdUZWBezBieDSACp
1,1,WBMdBNQqywYhhZeHaUFiUOETlqWRndMqheUOXXfu
1,2,TRkPEzABcuqjnwtFhlSrDMndk
1,1,ckzbAzKN
1,1,aNaLbgaNZLUWXQPLubpKQiOvOEUCPUOVoRAMvUnzCMXyCQHyhmsFZmRnplFpNrxOMDffnXxTVSH
1,1,CqlDiGsAeOfuEnQHDRfzRhfnsAtZuVTVYEgTlVvaePfympLiSAtrkJVVUiaARgOYocjhRgeiGZSWevHQfVYmPuSEl
1,1,aLECcWwIquMkcplqfdQycudIoBIfhDmSPHXDtihVioxQHnniiSVydoZvdPVdhkgyWgPbmkLFJFHK
1,2,UWtGAUhANEQDmWTIDlVZnvqyoRbdAQAyhviJKJouqjgxBzoSkPegzJQP
1,2,eHlwkApasEHNibRaJh
1,1,sVnHEytNlUKEpHnWwgeYSyHCAJWcOmUlJsXFwbnKnkPglZZeAHFChSIhdhGVnIUyXXPbsdvBjQlvDuzXHoaLrowBlzqzhNXAe
1,2,rlGuUxnueOctMuuwycjOSFSFFaJFTPxhtFuyUPSCCvsbdAfMLdOitKoRvNyEl
1,1,IyIyuPKumNATcWxFHCVpOMxIAZVKDrpGgkUXtngbMzpSKgvCqwrcawLNKbINjor
1,1,CdzjlbWObHJrHTdFhmRWiCffSnmjNsgZrXCDLgVAFLdT
1,1,ShCCcYyoIHcBPKTJULSzcXALszHaWFXbKGCNvaryifXmnmmaiTunMZunJzpBZlXde
1,2,AeqaapkEWiroKJHuUgHTvaChLwaZmyQyYSrwrPUINGOtPssaHX
1,1,TlZACMBxaHXOAzWXyiczyWGrRvUQeFeVvwlecWqZroKaTeq
1,1,KpUuZmnkmKOLxTqHySPemHhsiUPzUkSiWJmfWMuCOdGbyZdEArSSlHwnXofOZVlqcMfkolTpLgfl
1,1,ymmFfpXWEcBEjLZfETLOrpxIQyntHJtHHvwMjQhfHpuzSgLmSWIvEVISzUwikMrA
1,2,awMkUlGKbyGWfujvoURtBUFtzfWCsEMCOsaeRSxvCGGZooAbYRJDYAIUrVoaKdufgNhEDYYcG
1,1,WYPghc
1,1,UQKZfLmTOJFVntbVGJrRkQDLUrHZunYEsiLOAXhBaBBHvBkWuLOZFTJrvbvDDHjRsgfUtCFTUqYBgEPBGUdcbjVqpzW
1,1,eywhVUXOxtFJhHsTRrkoqXBIsxKVcinDorgPBrIUJjikaeXYKRzAnKghcUoyEJlKAHuddI
1,1,yOoValKFMbewM
1,1,HXudPBaQSIzBGxOkgOCiFyPHhtvAvQIxmcMPD
1,1,ACSdWXIMWDJwgCxyjKQBmqwZnmemtfQnlafwHRdLxDOHfKaYZkEasIxajxqRdrtHYdnylAgRE
1,1,BndoorpqNCualGKXinbWHpCJpcIfwEjBBJXGbeYTHjHdFHlnoZasTarcRYsp
1,1,NsyJWjJUmTcjHhgKLAlxAepQErPETBUzQMGJyWDIDazyxZpDBQPuYRATXmOJIMWn
1,2,caHmsYYidavgH
1,2,ApmLUUUzMnPCEoVTSfteWKIJJRHKsNjFGDECqNERJKQktbYQuCmubnLvuhEFTvolEyEAcOHOfYWxIeLOMUYvq
1,1,njYieOKamqRhfuyTkmbKQDJhibKowRptvKUHxqORkyqBUBSmJMgkssfjbnKCRSJQFFQmnngVzVlZlPOH
1,1,NuJKTmgaOMoxDsVaRcdlCgLsFcIZwgyZaSSMMhE
1,1,nQnykeywmrJWkTmcZrBdrvUuReIjcRbFzGhVQSkxypmUBUMYeHynkTwtHivIPOAXmZgfwgbpSJO
1,2,UxaPlDEaSZkZvqrEilLnfkw
1,1,ioAErZrJOXHkNPKAqUleozPNDKNpzWlggHHlNcptiLEMFmXKScXrWMCjY
1,2,goJaZKNdWRYqdMvGXGdQWRqGjRAnOtWCFSKTHOkTbYNNupcWlYIRSBcOpegcBSHhWFvsTEZFlVDuKGQ
1,1,HHLlUiFCHDBfkoTBNJLVGmikKkJmDZfKvXRr
